Seabeck,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,VOLKSWAGEN-E-GOLF
Mill Creek,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,KIA-NIRO
Bothell,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Lake Stevens,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Naches,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,FIAT-500
Spokane,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BMW-530E
Bow,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Selah,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Wenatchee,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Mount Vernon,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Yakima,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Yakima,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-VOLT
Yakima,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,LEXUS-RX
Tieton,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,VOLKSWAGEN-E-GOLF
Snohomish,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Sedro-Woolley,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,JAGUAR-I-PACE
Marysville,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Pullman,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-VOLT
Lynnwood,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-SPARK
Langley,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-WRANGLER
Lynnwood,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BMW-X5
Walla Walla,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL X
Mazama,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Burlington,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,RIVIAN-EDV
Lacey,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,MAZDA-CX-90
Everett,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,HONDA-CLARITY
Lake Stevens,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL X
Olympia,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-BOLT EV
Greenbank,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Lynnwood,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Snohomish,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Peshastin,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Yelm,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-NIRO
Walla Walla Co,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BMW-X5
Bremerton,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,KIA-SPORTAGE
Edmonds,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Lynnwood,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,AUDI-E-TRON
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BMW-I3
Bremerton,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Olympia,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bothell,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Lacey,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL X
Everett,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Edmonds,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BMW-I3
Pullman,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,FORD-FOCUS
Selah,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Lacey,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,AUDI-A3
Bothell,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Edmonds,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,SMART-FORTWO
Redmond,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Granite Falls,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Olympia,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BMW-X5
Olympia,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Mill Creek,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,FORD-FUSION
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Port Townsend,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-RAV4 PRIME
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-GRAND CHEROKEE
Olympia,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,FIAT-500
Auburn,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,VOLVO-XC60
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,VOLKSWAGEN-E-GOLF
Sammamish,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLVO-XC40
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,AUDI-Q5 E
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-IX
Olympia,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,KIA-NIRO
Bainbridge Island,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Issaquah,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL X
Renton,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Rochester,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Shoreline,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV6
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FIAT-500E
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL X
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-I4
Vancouver,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Enumclaw,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CHEVROLET-BLAZER EV
Selah,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-BOLT EV
Yakima,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,AUDI-Q4
Bainbridge Island,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CHEVROLET-BLAZER EV
Lake Forest Park,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-I4
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Bellevue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Burien,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CHEVROLET-BOLT EUV
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-RAV4 PRIME
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,AUDI-E-TRON GT
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Auburn,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Zillah,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-PRIUS PRIME
Sammamish,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,AUDI-E-TRON
Shoreline,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLVO-XC40
Yakima,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-RAV4 PRIME
Quilcene,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-WRANGLER
Port Townsend,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,LEXUS-RZ
Vancouver,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,FORD-C-MAX
Renton,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Kirkland,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,KIA-NIRO
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CHEVROLET-BOLT EUV
Issaquah,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,LINCOLN-AVIATOR
Auburn,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-F-150
Everett,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHRYSLER-PACIFICA
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Burien,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Sammamish,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Federal Way,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-VOLT
Seabeck,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-MUSTANG MACH-E
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Vancouver,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Redmond,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL X
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHRYSLER-PACIFICA
Kenmore,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-RAV4 PRIME
Bothell,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Lynnwood,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-RAV4 PRIME
Oak Harbor,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,VOLVO-XC90
Bothell,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,KIA-SPORTAGE
Keyport,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV6
Issaquah,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-RAV4 PRIME
Olalla,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-IONIQ 5
Bothell,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Bellevue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,MERCEDES-BENZ-B-CLASS
Bothell,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Olympia,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-IONIQ 5
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Port Orchard,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,LINCOLN-AVIATOR
Vancouver,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,MAZDA-CX-90
Vancouver,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-RAV4 PRIME
Bellevue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,KIA-NIRO
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Poulsbo,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Kirkland,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL Y
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-MUSTANG MACH-E
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-IX
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Redmond,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHRYSLER-PACIFICA
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,RIVIAN-R1S
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Tenino,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Brush Prairie,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,RIVIAN-R1T
Bellevue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Ridgefield,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,VOLVO-XC90
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,MERCEDES-BENZ-GLC-CLASS
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-IX
Kirkland,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BMW-I3
Vancouver,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL Y
Newcastle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL S
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-BOLT EV
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Rochester,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-NIRO
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Newcastle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-I4
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Duvall,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,HONDA-CLARITY
Bainbridge Island,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-ARIYA
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,GMC-HUMMER EV SUV
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLVO-XC40
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL S
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,RIVIAN-R1T
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Bothell,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL S
Auburn,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV6
Renton,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-IX
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BMW-X5
Bainbridge Island,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,VOLVO-XC60
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Kingston,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kent,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Renton,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-MUSTANG MACH-E
Redmond,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-VOLT
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV6
Newcastle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,AUDI-E-TRON
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Moxee,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL X
Coupeville,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Bellevue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Kirkland,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,VOLVO-XC60
Olympia,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-BOLT EV
Kingston,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHRYSLER-PACIFICA
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,POLESTAR-PS2
Newcastle,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,KIA-SPORTAGE
Yelm,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Bremerton,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BMW-530E
Auburn,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BMW-530E
Lacey,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,TOYOTA-PRIUS PLUG-IN
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Sammamish,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,RIVIAN-R1S
Monroe,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-KONA ELECTRIC
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,MINI-COUNTRYMAN
Redmond,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PORSCHE-TAYCAN
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TOYOTA-BZ4X
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL 3
Lake Stevens,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Bothell,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,FORD-F-150
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Seatac,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,JEEP-WRANGLER
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-I4
Bellevue,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BMW-X5
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-RAV4 PRIME
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-IONIQ 5
Des Moines,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-BOLT EV
Port Orchard,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHRYSLER-PACIFICA
Renton,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,KIA-EV6
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BMW-I4
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,VOLKSWAGEN-ID.4
Yakima,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,NISSAN-LEAF
Seattle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CHEVROLET-BOLT EUV
Bellevue,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Mill Creek,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bainbridge Island,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL Y
Bellevue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,TESLA-MODEL Y
Vancouver,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,RIVIAN-R1S
Newcastle,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,TESLA-MODEL 3
Kirkland,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,HYUNDAI-IONIQ 6
Seattle,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,TOYOTA-RAV4 PRIME
Kelso,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CHEVROLET-VOLT
Seattle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,NISSAN-LEAF
